loss,eval_loss
51.687385857105255,9.502019137144089
38.88028410077095,7.445677936077118
30.529155746102333,5.856934428215027
24.088890001177788,4.628418460488319
19.102904483675957,3.675698772072792
15.221582807600498,2.9314598739147186
12.180114850401878,2.3470279425382614
9.78082076460123,1.8836976513266563
7.8737652488052845,1.5145919620990753
6.349751498550177,1.2194534726440907
5.125209238380194,0.9825478009879589
4.141966052353382,0.7916942406445742
3.3500524889677763,0.6385543830692768
2.7068236377090216,0.5135215241461992
2.1874387226998806,0.4132103752344847
1.7666536755859852,0.332002860493958
1.4265749566257,0.2662562085315585
1.1501731583848596,0.21295263711363077
0.9246895369142294,0.1699840952642262
0.7433409849181771,0.13532316498458385
0.5974450302310288,0.10793988173827529
0.47921712324023247,0.08540679072029889
0.38313110964372754,0.06794417998753488
0.30768793844617903,0.05291520489845425
0.245212433161214,0.04139891697559506
0.19674085068982095,0.032304718100931495
0.15741942333988845,0.025225058430805802
0.1269503075745888,0.019612193456850946
0.10161190218059346,0.01523632401949726
0.08150622178800404,0.012064912254572846
0.06611204289947636,0.00921160499274265
0.05398761824471876,0.007185188231233042
0.044074394696508534,0.005525050917640328
0.0366513427143218,0.004250228997989325
0.029534635643358342,0.0031381105472974014
0.02496659808093682,0.0023763195877108956
0.02093611125019379,0.0018416989951219875
0.01768983122019563,0.0017952297275769524
0.014519832617224893,0.001061217828464578
0.012758262968418421,0.0009078980747290188
0.011360856176906964,0.0009869846326182596
0.009605610695871292,0.0004483458692448039
0.008227428552345373,0.0003443198746708731
0.007235087025037501,0.0002557059330001721
0.006428256599974702,0.000352867662513745
0.005378269819630077,0.0002492632456778665
0.004752523116621887,0.00012314934315327264
0.0041139008699246915,7.505475173275045e-05
0.00346655700559495,7.148450396243788e-05
0.0030149923868521,4.524640331737828e-05
0.0025956697991205147,7.037617785954353e-05
0.002329017492229468,0.00011153319223922153
0.0018684200031202636,2.24531327717159e-05
0.0016595951892668381,1.3403716906168484e-05
0.00146768354352389,9.313710066294334e-06
0.001194457830479223,7.434467715938808e-05
0.0010187028638029005,2.259783059344045e-06
0.00083968176113558,1.6322289173587023e-06
0.0006775715417006722,2.8027774192196375e-05
0.0005936213292443426,7.701803355075754e-06
0.00047697200318452815,5.331665249741491e-06
0.00037225029097953666,4.470657032129566e-06
0.00032442769963836326,3.167822351102245e-07
0.0002304053924717664,4.1453538468516626e-07
0.0001791248323002037,1.6626979260081498e-07
0.0001291719092932908,2.9794842415498124e-07
0.00010312548550928113,1.195460721525876e-07
8.14384542593416e-05,3.944170373415545e-06
5.7959659656603435e-05,1.0941791330765227e-06
4.0936029364502247e-05,4.817705345772083e-07
2.755111287200407e-05,4.545942722256058e-08
2.0079343059364874e-05,3.548482636617223e-07
1.4041072837756019e-05,3.7505783190283637e-07
